country,year,under_5yo_deaths,norm_deaths_pct,norm_with_pts,norm_pts_log5
Singapore,2014.0,0.2163636363636363,1.0,5.0,32.0
Andorra,2014.0,0.2263636363636363,0.9992970796856028,4.996485398428014,31.97750654993929
Iceland,2014.0,0.2509090909090909,0.997571729822992,4.987858649114959,31.922295354335745
Finland,2014.0,0.2572727272727272,0.9971244168956482,4.9856220844782415,31.907981340660744
Slovenia,2014.0,0.2636363636363636,0.9966771039683048,4.983385519841523,31.893667326985753
Luxembourg,2014.0,0.27,0.9962297910409612,4.981148955204805,31.87935331331076
Japan,2014.0,0.2845454545454545,0.9952073614927472,4.976036807463736,31.846635567767912
Sweden,2014.0,0.2909090909090909,0.9947600485654036,4.973800242827018,31.832321554092914
Norway,2014.0,0.2936363636363636,0.9945683430251134,4.972841715125568,31.82618697680363
Monaco,2014.0,0.2945454545454545,0.99450444117835,4.97252220589175,31.8241421177072
Czechia,2014.0,0.3136363636363636,0.9931625023963192,4.965812511981596,31.781200076682214
Cyprus,2014.0,0.3454545454545454,0.9909259377596012,4.954629688798006,31.70963000830724
Spain,2014.0,0.3472727272727273,0.9907981340660744,4.953990670330373,31.70554029011438
Italy,2014.0,0.3527272727272727,0.9904147229854944,4.952073614927471,31.69327113553582
Estonia,2014.0,0.3554545454545454,0.990223017445204,4.951115087226021,31.68713655824653
Portugal,2014.0,0.3572727272727273,0.9900952137516774,4.950476068758388,31.683046840053677
South Korea,2014.0,0.3572727272727273,0.9900952137516774,4.950476068758388,31.683046840053677
Cook Islands,2014.0,0.3636363636363636,0.9896479008243338,4.948239504121669,31.668732826378683
Austria,2014.0,0.3809090909090909,0.9884337657358298,4.942168828679149,31.629880503546552
Ireland,2014.0,0.3827272727272727,0.988305962042303,4.941529810211515,31.625790785353697
Germany,2014.0,0.3854545454545455,0.9881142565020128,4.9405712825100645,31.61965620806441
Denmark,2014.0,0.3918181818181818,0.9876669435746692,4.938334717873347,31.605342194389415
San Marino,2014.0,0.3927272727272727,0.987603041727906,4.93801520863953,31.603297335292993
France,2014.0,0.3972727272727273,0.9872835324940892,4.936417662470445,31.593073039810854
Belgium,2014.0,0.4036363636363635,0.9868362195667456,4.934181097833728,31.57875902613586
Israel,2014.0,0.4063636363636363,0.9866445140264554,4.933222570132277,31.57262444884657
Netherlands,2014.0,0.4127272727272727,0.9861972010991118,4.930986005495559,31.558310435171578
Switzerland,2014.0,0.4209090909090909,0.9856220844782414,4.928110422391207,31.539906703303725
Australia,2014.0,0.4209090909090909,0.9856220844782414,4.928110422391207,31.539906703303725
Greece,2014.0,0.4236363636363636,0.9854303789379512,4.927151894689756,31.533772126014437
United Kingdom,2014.0,0.4627272727272727,0.9826825995271264,4.913412997635632,31.445843184868046
Croatia,2014.0,0.4727272727272727,0.9819796792127292,4.909898396063646,31.423349734807335
Taiwan,2014.0,0.4863636363636364,0.9810211515112788,4.905105757556393,31.39267684836092
Poland,2014.0,0.4954545454545455,0.980382133043645,4.9019106652182245,31.37222825739664
Lithuania,2014.0,0.5036363636363637,0.9798070164227746,4.899035082113873,31.353824525528786
Bermuda,2014.0,0.5081818181818182,0.9794875071889576,4.897437535944789,31.343600230046643
Hungary,2014.0,0.5118181818181818,0.9792318998019044,4.896159499009522,31.33542079366094
Montenegro,2014.0,0.5181818181818182,0.9787845868745608,4.893922934372804,31.321106779985946
Canada,2014.0,0.5354545454545455,0.9775704517860566,4.887852258930283,31.28225445715381
New Zealand,2014.0,0.5545454545454546,0.9762285130040258,4.881142565020129,31.239312416128826
Serbia,2014.0,0.5554545454545455,0.9761646111572624,4.880823055786312,31.237267557032396
Cuba,2014.0,0.5572727272727273,0.9760368074637356,4.880184037318679,31.233177838839538
Latvia,2014.0,0.58,0.9744392612946514,4.872196306473257,31.182056361428845
United Arab Emirates,2014.0,0.6018181818181818,0.9729056169723304,4.864528084861652,31.13297974311457
Bosnia and Herzegovina,2014.0,0.62,0.9716275800370632,4.858137900185316,31.09208256118602
Slovakia,2014.0,0.63,0.970924659722666,4.85462329861333,31.06958911112531
Malta,2014.0,0.64,0.970221739408269,4.851108697041345,31.047095661064606
Belarus,2014.0,0.6727272727272727,0.9679212729247876,4.839606364623937,30.973480733593203
United States,2014.0,0.6990909090909091,0.9660681193686498,4.830340596843249,30.914179819796793
Malaysia,2014.0,0.7509090909090909,0.9624257141031376,4.812128570515688,30.797622851300403
Bahrain,2014.0,0.7845454545454544,0.9600613457728928,4.800306728864464,30.72196306473257
United States Virgin Islands,2014.0,0.7845454545454547,0.9600613457728928,4.800306728864464,30.72196306473257
Chile,2014.0,0.8227272727272728,0.9573774682088312,4.786887341044156,30.636078982682598
Puerto Rico,2014.0,0.8563636363636363,0.9550130998785864,4.775065499392933,30.560419196114765
Russia,2014.0,0.8600000000000001,0.954757492491533,4.773787462457665,30.552239759729055
Saudi Arabia,2014.0,0.8645454545454545,0.954437983257716,4.77218991628858,30.542015464246912
Bulgaria,2014.0,0.8900000000000001,0.9526487315483416,4.763243657741708,30.484759409546932
Thailand,2014.0,0.8936363636363637,0.9523931241612884,4.761965620806442,30.47657997316123
Costa Rica,2014.0,0.94,0.9491341299763564,4.745670649881781,30.372292159243404
Northern Mariana Islands,2014.0,0.9418181818181818,0.9490063262828295,4.745031631414148,30.368202441050546
Qatar,2014.0,0.9609090909090908,0.9476643875007988,4.7383219375039936,30.325260400025563
Ukraine,2014.0,0.97,0.947025369033165,4.7351268451658255,30.30481180906128
Brunei,2014.0,0.9709090909090908,0.9469614671864016,4.734807335932008,30.30276694996485
Romania,2014.0,0.9754545454545456,0.9466419579525848,4.733209789762924,30.292542654482713
Tokelau,2014.0,0.9772727272727272,0.946514154259058,4.73257077129529,30.288452936289858
Uruguay,2014.0,0.990909090909091,0.9455556265576076,4.727778132788037,30.257780049843443
North Macedonia,2014.0,1.0127272727272727,0.9440219822352864,4.720109911176433,30.208703431529166
Sri Lanka,2014.0,1.0281818181818183,0.9429356508403092,4.714678254201546,30.173940826889893
Kuwait,2014.0,1.0409090909090908,0.942041024985622,4.710205124928111,30.145312799539905
Greenland,2014.0,1.1072727272727272,0.937376190171896,4.68688095085948,29.996038085500672
Lebanon,2014.0,1.13,0.9357786440028116,4.678893220014059,29.944916608089972
Antigua and Barbuda,2014.0,1.1363636363636365,0.935331331075468,4.67665665537734,29.930602594414975
American Samoa,2014.0,1.1545454545454543,0.9340532941402008,4.670266470701003,29.889705412486425
Oman,2014.0,1.170909090909091,0.93290306089846,4.6645153044923,29.85289794875072
China,2014.0,1.2300000000000002,0.9287494408588408,4.643747204294204,29.719982107482906
Argentina,2014.0,1.2390909090909092,0.9281104223912072,4.640552111956035,29.69953351651863
Bahamas,2014.0,1.24,0.9280465205444436,4.640232602722218,29.697488657422195
Seychelles,2014.0,1.2936363636363637,0.9242763115854048,4.621381557927024,29.576841970732954
Barbados,2014.0,1.2981818181818183,0.923956802351588,4.61978401175794,29.566617675250814
Georgia,2014.0,1.3427272727272728,0.9208256118601827,4.604128059300914,29.466419579525848
Guam,2014.0,1.3463636363636364,0.9205700044731292,4.602850022365646,29.458240143140134
Armenia,2014.0,1.3981818181818182,0.9169275992076172,4.584637996038086,29.34168317464375
Mauritius,2014.0,1.4272727272727272,0.9148827401111892,4.5744137005559455,29.276247683558054
Albania,2014.0,1.43,0.9146910345708992,4.573455172854495,29.270113106268774
Moldova,2014.0,1.4454545454545455,0.9136047031759218,4.568023515879609,29.235350501629497
El Salvador,2014.0,1.4845454545454544,0.9108569237650967,4.554284618825484,29.147421560483096
Grenada,2014.0,1.502727272727273,0.9095788868298292,4.547894434149146,29.106524378554536
Tunisia,2014.0,1.5263636363636364,0.9079174388139816,4.539587194069909,29.05335804204741
Vietnam,2014.0,1.55,0.906255990798134,4.53127995399067,29.00019170554029
Colombia,2014.0,1.579090909090909,0.9042111317017062,4.521055658508531,28.934756214454598
Palau,2014.0,1.5836363636363635,0.9038916224678892,4.519458112339446,28.924531918972455
Libya,2014.0,1.6081818181818184,0.9021662726052784,4.510831363026392,28.869320723368908
Tonga,2014.0,1.6172727272727272,0.9015272541376446,4.507636270688223,28.848872132404626
Kazakhstan,2014.0,1.6318181818181818,0.9005048245894306,4.502524122947153,28.81615438686178
Samoa,2014.0,1.6336363636363636,0.9003770208959039,4.50188510447952,28.812064668668924
Saint Lucia,2014.0,1.6409090909090909,0.8998658061217969,4.499329030608984,28.7957057958975
Venezuela,2014.0,1.6490909090909092,0.8992906895009266,4.496453447504633,28.77730206402965
Trinidad and Tobago,2014.0,1.6590909090909092,0.8985877691865295,4.492938845932647,28.754808613968944
Saint Kitts and Nevis,2014.0,1.661818181818182,0.8983960636462394,4.491980318231197,28.74867403667966
Panama,2014.0,1.6727272727272726,0.8976292414850789,4.488146207425395,28.724135727522526
Jordan,2014.0,1.6863636363636365,0.8966707137836283,4.483353568918141,28.693462841076105
Jamaica,2014.0,1.7354545454545454,0.8932200140584063,4.466100070292032,28.583040449869003
Palestine,2014.0,1.741818181818182,0.8927727011310627,4.463863505655313,28.568726436194005
Paraguay,2014.0,1.7509090909090907,0.892133682663429,4.460668413317145,28.548277845229727
Micronesia (country),2014.0,1.7618181818181815,0.8913668605022685,4.456834302511343,28.523739536072593
Mexico,2014.0,1.7636363636363634,0.8912390568087418,4.456195284043709,28.51964981787974
Belize,2014.0,1.7763636363636364,0.8903444309540546,4.451722154770273,28.491021790529746
Saint Vincent and the Grenadines,2014.0,1.778181818181818,0.8902166272605279,4.451083136302639,28.48693207233689
Tuvalu,2014.0,1.8,0.8886829829382069,4.443414914691035,28.43785545402262
North Korea,2014.0,1.8263636363636364,0.8868298293820691,4.434149146910346,28.37855454022621
Nicaragua,2014.0,1.8263636363636364,0.8868298293820691,4.434149146910346,28.37855454022621
Maldives,2014.0,1.8718181818181816,0.8836347370439006,4.418173685219503,28.27631158540482
Ecuador,2014.0,1.8827272727272728,0.8828679148827401,4.414339574413701,28.251773276247683
Peru,2014.0,1.9372727272727277,0.8790338040769379,4.39516902038469,28.129081730462012
Iran,2014.0,1.991818181818182,0.8751996932711356,4.375998466355678,28.006390184676338
Turkey,2014.0,2.0009090909090905,0.8745606748035019,4.37280337401751,27.98594159371206
Niue,2014.0,2.047272727272728,0.8713016806185698,4.35650840309285,27.881653779794235
Egypt,2014.0,2.130909090909091,0.8654227107163397,4.3271135535816985,27.69352674292287
Honduras,2014.0,2.16,0.8633778516199118,4.316889258099559,27.628091251837176
Cape Verde,2014.0,2.2454545454545456,0.8573710780241549,4.286855390120775,27.435874496772957
Kyrgyzstan,2014.0,2.2563636363636363,0.8566042558629945,4.283021279314973,27.411336187615824
Marshall Islands,2014.0,2.3045454545454542,0.8532174579845357,4.266087289922679,27.302958655505144
Fiji,2014.0,2.325454545454545,0.8517477155089782,4.258738577544891,27.255926896287303
Mongolia,2014.0,2.329090909090909,0.8514921081219247,4.257460540609623,27.24774745990159
Syria,2014.0,2.349090909090909,0.8500862674931305,4.250431337465653,27.202760559780177
Iraq,2014.0,2.4072727272727272,0.8459965493002748,4.229982746501374,27.071889577608793
Algeria,2014.0,2.4390909090909094,0.8437599846635567,4.218799923317784,27.000319509233815
Morocco,2014.0,2.4672727272727277,0.8417790274138923,4.208895137069462,26.936928877244554
Brazil,2014.0,2.4718181818181817,0.8414595181800755,4.207297590900377,26.926704581762415
Dominica,2014.0,2.5090909090909093,0.8388395424627771,4.194197712313886,26.84286535880887
Uzbekistan,2014.0,2.6445454545454545,0.8293181672950348,4.146590836475174,26.538181353441114
Philippines,2014.0,2.6818181818181817,0.8266981915777366,4.133490957888683,26.45434213048757
Guatemala,2014.0,2.748181818181818,0.8220333567640105,4.110166783820052,26.305067416448335
Guyana,2014.0,2.7936363636363635,0.818838264425842,4.09419132212921,26.202824461626943
Vanuatu,2014.0,2.8063636363636366,0.8179436385711547,4.0897181928557735,26.17419643427695
Suriname,2014.0,2.9263636363636363,0.8095085947983897,4.047542973991948,25.90427503354847
Solomon Islands,2014.0,2.95,0.807847146782542,4.03923573391271,25.851108697041344
Dominican Republic,2014.0,2.9845454545454544,0.8054188766055339,4.02709438302767,25.773404051377085
Nauru,2014.0,3.1036363636363635,0.7970477346795323,3.9852386733976615,25.505527509745033
Indonesia,2014.0,3.17,0.7923828998658061,3.961914499329031,25.356252795705796
Turkmenistan,2014.0,3.2454545454545456,0.7870790465844463,3.935395232922232,25.18652949070228
Azerbaijan,2014.0,3.315454545454545,0.7821586043836667,3.910793021918333,25.029075340277334
Sao Tome and Principe,2014.0,3.394545454545455,0.7765991437152533,3.882995718576266,24.851172598888105
Bolivia,2014.0,3.722727272727273,0.7535305770336762,3.767652885168381,24.11297846507764
East Timor,2014.0,3.789090909090909,0.7488657422199502,3.744328711099751,23.963703751038405
Tajikistan,2014.0,3.7981818181818174,0.7482267237523164,3.741133618761582,23.943255160074123
Bhutan,2014.0,4.000909090909091,0.7339766119240846,3.669883059620423,23.487251581570707
Nepal,2014.0,4.0181818181818185,0.7327624768355805,3.6638123841779024,23.448399258738576
Cambodia,2014.0,4.036363636363636,0.7314844399003131,3.657422199501565,23.40750207681002
Kiribati,2014.0,4.037272727272728,0.7314205380535497,3.657102690267749,23.40545721771359
Gabon,2014.0,4.067272727272727,0.7293117771103586,3.646558885551793,23.337976867531474
Bangladesh,2014.0,4.147272727272727,0.7236884145951819,3.618442072975909,23.15802926704582
Namibia,2014.0,4.296363636363636,0.713208511725989,3.566042558629945,22.822672375231647
South Africa,2014.0,4.56,0.6946769761646112,3.473384880823056,22.22966323726756
World,2014.0,4.567272727272727,0.6941657613905042,3.4708288069525213,22.213304364496135
Botswana,2014.0,4.665454545454545,0.6872643619400601,3.4363218097003005,21.992459582081924
India,2014.0,4.821818181818181,0.6762732442967603,3.3813662214838014,21.64074381749633
Gambia,2014.0,4.973636363636364,0.6656016358872772,3.328008179436386,21.29925234839287
Kenya,2014.0,5.0181818181818185,0.662470445395872,3.31235222697936,21.199054252667903
Congo,2014.0,5.240909090909091,0.646814492938846,3.23407246469423,20.69806377404307
Equatorial Guinea,2014.0,5.254545454545455,0.6458559652373954,3.229279826186977,20.667390887596653
Yemen,2014.0,5.300909090909091,0.6425969710524635,3.212984855262317,20.563103073678832
Myanmar,2014.0,5.38,0.6370375103840502,3.185187551920251,20.385200332289607
Laos,2014.0,5.4809090909090905,0.6299444053933159,3.1497220269665798,20.158220972586108
Mauritania,2014.0,5.538181818181818,0.6259185890472235,3.129592945236117,20.029394849511153
Sudan,2014.0,5.579999999999999,0.6229791040961085,3.1148955204805424,19.93533133107547
Djibouti,2014.0,5.916363636363636,0.599335420793661,2.996677103968305,19.17873346539715
Eswatini,2014.0,5.9327272727272735,0.5981851875519202,2.990925937759601,19.141926001661446
Rwanda,2014.0,5.962727272727273,0.5960764266087291,2.980382133043645,19.07444565147933
Eritrea,2014.0,6.011818181818182,0.5926257268835069,2.9631286344175347,18.96402326027222
Papua New Guinea,2014.0,6.027272727272727,0.5915393954885296,2.957696977442648,18.929260655632948
Senegal,2014.0,6.153636363636363,0.582657038788421,2.913285193942105,18.645025241229472
Zimbabwe,2014.0,6.211818181818182,0.5785673205955653,2.8928366029778263,18.51415425905809
Comoros,2014.0,6.346363636363637,0.5691098472745862,2.845549236372931,18.21151511278676
Ghana,2014.0,6.594545454545455,0.5516646431081859,2.7583232155409294,17.653268579461947
Zambia,2014.0,6.664545454545455,0.5467442009074062,2.733721004537031,17.495814429036997
Afghanistan,2014.0,6.6827272727272735,0.5454661639721388,2.727330819860694,17.45491724710844
Madagascar,2014.0,6.941818181818181,0.5272541376445781,2.6362706882228903,16.872132404626498
Tanzania,2014.0,6.990909090909091,0.5238034379193559,2.6190171895967795,16.76171001341939
Ethiopia,2014.0,7.118181818181818,0.5148571793724839,2.57428589686242,16.475429739919484
Pakistan,2014.0,7.286363636363637,0.5030353377212602,2.515176688606301,16.097130807080326
Uganda,2014.0,7.431818181818182,0.4928110422391207,2.464055211195604,15.769953351651862
Angola,2014.0,7.69,0.4746629177583232,2.373314588791616,15.189213368266342
Liberia,2014.0,7.72,0.472554156815132,2.36277078407566,15.121733018084225
Lesotho,2014.0,7.751818181818181,0.470317592178414,2.3515879608920702,15.050162949709248
Malawi,2014.0,7.763636363636365,0.4694868681704901,2.3474343408524505,15.023579781455684
Togo,2014.0,7.973636363636363,0.4547255415681513,2.273627707840757,14.551217330180842
Burundi,2014.0,8.277272727272727,0.4333823247491852,2.1669116237459263,13.868234391973926
Democratic Republic of Congo,2014.0,8.398181818181818,0.4248833791296569,2.1244168956482845,13.59626813214902
Haiti,2014.0,8.612727272727271,0.4098025432935013,2.0490127164675065,13.113681385392042
Cameroon,2014.0,8.873636363636363,0.3914627132724136,1.9573135663620684,12.526806824717236
Guinea-Bissau,2014.0,8.955454545454545,0.3857115470637102,1.9285577353185512,12.342769506038726
Mozambique,2014.0,9.011818181818182,0.3817496325643811,1.9087481628219052,12.215988242060195
Cote d'Ivoire,2014.0,9.268181818181818,0.3637293117771104,1.8186465588855525,11.639337976867532
Benin,2014.0,10.195454545454544,0.2985494280784715,1.4927471403923576,9.553581698511088
South Sudan,2014.0,10.825454545454546,0.254265448271455,1.2713272413572752,8.13649434468656
Somalia,2014.0,11.467272727272729,0.2091507444565148,1.045753722282574,6.6928238226084735
Guinea,2014.0,11.764545454545454,0.1882548405648924,0.941274202824462,6.0241548980765565
Nigeria,2014.0,12.645454545454545,0.1263339510511855,0.6316697552559275,4.042686433637936
Burkina Faso,2014.0,12.64909090909091,0.1260783436641318,0.6303917183206592,4.034506997252217
Sierra Leone,2014.0,12.952727272727271,0.1047351268451659,0.5236756342258297,3.3515240590453086
Niger,2014.0,13.067272727272728,0.0966834941529809,0.4834174707649047,3.093871812895389
Chad,2014.0,13.18,0.0887596651543229,0.4437983257716149,2.840309284938333
Mali,2014.0,13.792727272727271,0.0456898204358106,0.228449102179053,1.4620742539459393
Central African Republic,2014.0,14.442727272727272,0.0,0.0,0.0
